empID,empName,uan,dept,designation,pay,gp,pf,bankAccNum,bankName,doj,salaryCategory,emailID,groupInsurance,payBand,branchName,ifscCode,designationCategory,emailID2,nonteach,Subject,cca,ta,dop,doc,appointment,category,gender,status,mobile,address_correspondence,address_permanent,vacation,seniority,dept_seniority,aadhar,Pan_No,onrole,phd,phdSub,phdUni,phdInsti,phdYr,pgSub,pgUni,pgYr,ugSub,ugUni,ugYr,grade,netset,othqual,exp,industry_exp,uni_approval,uni_app_date,uni_app_period,workexNT,dob,emp_temp_regime,photo,paycommission
EMP203,S18,1.00E+11,IT,Assistant Professor,21390,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39118,Warje,JSBP0012158,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,NT,male,married,1234567908,"Flat no.123, A wing, B Society, Pune-411057","A/P-Narhe, Tal-Haveli, Dist-Pune-411058",Yes,18,2,1.23E+11,ABCDE5678Z,Yes,,,,,2032,,,2027,,,2010,,no,,5,6,CC0/AAP/54332,05-10-2030,8,1,05-10-1975 00:17,old,,6th 
EMP206,S19,1.00E+11,IT,Assistant Professor,26740,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39119,Warje,JSBP0012159,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567909,"Flat no.123, A wing, B Society, Pune-411058","A/P-Narhe, Tal-Haveli, Dist-Pune-411059",Yes,19,3,1.23E+11,ABCDE1234D,Yes,,,,,2033,,,2028,,,2010,,no,,5,6,CC0/AAP/54333,05-10-2031,9,1,05-10-1975 00:18,old,,6th 
EMP209,S20,1.00E+11,IT,Assistant Professor,34020,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39120,Warje,JSBP0012160,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,permanent,open,male,married,1234567910,"Flat no.123, A wing, B Society, Pune-411059","A/P-Narhe, Tal-Haveli, Dist-Pune-411060",Yes,20,4,1.23E+11,ABCDE5678Z,Yes,,,,,2034,,,2029,,,2010,,no,,5,6,CC0/AAP/54334,05-10-2032,4,1,05-10-1975 00:19,old,,6th 
EMP212,S21,1.00E+11,IT,Assistant Professor,13775,6888,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39121,Warje,JSBP0012161,Teaching,abc@gmail.com,no,,240,800,25-08-2021,25-08-2021,permanent,open,male,married,1234567911,"Flat no.123, A wing, B Society, Pune-411060","A/P-Narhe, Tal-Haveli, Dist-Pune-411061",Yes,21,1,1.23E+11,ABCDE1234D,Yes,,,,,2035,,,2030,,,2010,,no,,5,6,CC0/AAP/54335,05-10-2033,2,1,05-10-1975 00:20,old,,6th 
EMP215,S22,1.00E+11,CE,Assistant Professor,26740,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39122,Warje,JSBP0012162,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,male,single,1234567912,"Flat no.123, A wing, B Society, Pune-411061","A/P-Narhe, Tal-Haveli, Dist-Pune-411062",Yes,22,2,1.23E+11,ABCDE5678Z,Yes,,,,,2036,,,2031,,,2010,,no,,5,6,CC0/AAP/54336,05-10-2034,5,1,05-10-1975 00:21,old,,6th 
EMP218,S23,1.00E+11,CE,Assistant Professor,34020,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39123,Warje,JSBP0012163,Teaching,abc@gmail.com,no,,240,1600,27-08-2021,27-08-2021,permanent,open,male,single,1234567913,"Flat no.123, A wing, B Society, Pune-411062","A/P-Narhe, Tal-Haveli, Dist-Pune-411063",Yes,23,3,1.23E+11,ABCDE1234D,Yes,,,,,2037,,,2032,,,2010,,no,,5,6,CC0/AAP/54337,05-10-2035,1,1,05-10-1975 00:22,old,,6th 
EMP221,S24,1.00E+11,CE,Assistant Professor,35290,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39124,Warje,JSBP0012164,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,Adhoc,open,male,married,1234567914,"Flat no.123, A wing, B Society, Pune-411063","A/P-Narhe, Tal-Haveli, Dist-Pune-411064",No,24,4,1.23E+11,ABCDE5678Z,Yes,,,,,2038,,,2033,,,2010,,no,,5,6,CC0/AAP/54338,05-10-2036,0,1,05-10-1975 00:23,old,,6th 
EMP224,S25,1.00E+11,CE,Assistant Professor,7730,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39125,Warje,JSBP0012165,Teaching,abc@gmail.com,no,,95,200,29-08-2021,29-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,25,5,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2041,Computer Engineering,SPPU Pune,2036,Computer Engineering,SPPU Pune,2010,,Qualified,B.Ed,5,6,CC0/AAP/54321,05-10-2037,1,1,05-10-1975 00:26,old,,6th 
EMP227,S26,1.00E+11,E&TC,Assistant Professor,53420,9000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39126,Warje,JSBP0012166,Teaching,abc@gmail.com,no,,240,1600,30-08-2021,30-08-2021,permanent,open,male,married,1234567891,"Flat no.123, A wing, B Society, Pune-411040","A/P-Narhe, Tal-Haveli, Dist-Pune-411041",Yes,1,1,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,15,6,CC0/AAP/12345,05-10-2013,12,0,05-10-1975 00:00,new,,6th 
EMP230,S27,1.00E+11,E&TC,Assistant Professor,51600,9000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39127,Warje,JSBP0012167,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,open,male,married,1234567892,"Flat no.123, A wing, B Society, Pune-411041","A/P-Narhe, Tal-Haveli, Dist-Pune-411042",Yes,2,2,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,10,2,CC0/AAP/1234,05-10-2014,10,1,05-10-1975 00:01,old,,6th 
EMP233,S28,1.00E+11,E&TC,Assistant Professor,20590,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39128,Warje,JSBP0012168,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567893,"Flat no.123, A wing, B Society, Pune-411042","A/P-Narhe, Tal-Haveli, Dist-Pune-411043",Yes,3,3,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/9877,05-10-2015,4,1,05-10-1975 00:02,old,,6th 
EMP236,S29,1.00E+11,CE,Professor,19050,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39129,Warje,JSBP0012169,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,4,4,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/20988,05-10-2016,5,1,05-10-1975 00:03,old,,6th 
EMP239,S30,1.00E+11,IT,Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39130,Warje,JSBP0012170,Teaching,abc@gmail.com,no,,240,1600,25-08-2021,25-08-2021,permanent,open,male,married,1234567895,"Flat no.123, A wing, B Society, Pune-411044","A/P-Narhe, Tal-Haveli, Dist-Pune-411045",Yes,5,1,1.23E+11,ABCDE1234D,Yes,,,,,2019,,,2014,,,2010,,no,,5,6,CC0/AAP/32099,05-10-2017,7,1,05-10-1975 00:04,old,,6th 
EMP242,S31,1.00E+11,E&TC,Associate Professor,34020,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39131,Warje,JSBP0012171,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,SC,female,married,1234567896,"Flat no.123, A wing, B Society, Pune-411045","A/P-Narhe, Tal-Haveli, Dist-Pune-411046",Yes,6,2,1.23E+11,ABCDE5678Z,Yes,,,,,2020,,,2015,,,2010,,no,,5,6,CC0/AAP/43210,05-10-2018,8,1,05-10-1975 00:05,old,,6th 
EMP245,S32,1.00E+11,IT,Assistant Professor,12770,4200,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39132,Warje,JSBP0012172,Teaching,abc@gmail.com,no,,150,200,27-08-2021,27-08-2021,permanent,ST,male,married,1234567897,"Flat no.123, A wing, B Society, Pune-411046","A/P-Narhe, Tal-Haveli, Dist-Pune-411047",Yes,7,3,1.23E+11,ABCDE1234D,Yes,,,,,2021,,,2016,,,2010,,no,,5,6,CC0/AAP/54321,05-10-2019,9,1,05-10-1975 00:06,old,,6th 
EMP248,S33,1.00E+11,IT,Assistant Professor,6890,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39133,Warje,JSBP0012173,Teaching,abc@gmail.com,no,,95,200,28-08-2021,28-08-2021,permanent,NT,female,married,1234567898,"Flat no.123, A wing, B Society, Pune-411047","A/P-Narhe, Tal-Haveli, Dist-Pune-411048",Yes,8,4,1.23E+11,ABCDE5678Z,Yes,,,,,2022,,,2017,,,2010,,no,,5,6,CC0/AAP/54322,05-10-2020,11,1,05-10-1975 00:07,old,,6th 
EMP251,S34,1.00E+11,IT,Assistant Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39134,Warje,JSBP0012174,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,open,male,married,1234567899,"Flat no.123, A wing, B Society, Pune-411048","A/P-Narhe, Tal-Haveli, Dist-Pune-411049",Yes,9,1,1.23E+11,ABCDE1234D,Yes,,,,,2023,,,2018,,,2010,,no,,5,6,CC0/AAP/54323,05-10-2021,10,1,05-10-1975 00:08,old,,6th 
EMP254,S35,1.00E+11,IT,Assistant Professor,0,0,0,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39135,Warje,JSBP0012175,Teaching,abc@gmail.com,no,,0,0,30-08-2021,30-08-2021,permanent,open,female,married,1234567900,"Flat no.123, A wing, B Society, Pune-411049","A/P-Narhe, Tal-Haveli, Dist-Pune-411050",Yes,10,2,1.23E+11,ABCDE5678Z,Yes,,,,,2024,,,2019,,,2010,,no,,5,6,CC0/AAP/54324,05-10-2022,8,1,05-10-1975 00:09,old,,6th 
EMP257,S36,1.00E+11,CE,Assistant Professor,46440,9000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39136,Warje,JSBP0012176,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,SC,female,married,1234567901,"Flat no.123, A wing, B Society, Pune-411050","A/P-Narhe, Tal-Haveli, Dist-Pune-411051",Yes,11,3,1.23E+11,ABCDE1234D,Yes,,,,,2025,,,2020,,,2010,,no,,5,6,CC0/AAP/54325,05-10-2023,9,1,05-10-1975 00:10,old,,6th 
EMP260,S37,1.00E+11,CE,Assistant Professor,15600,6000,1806,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39137,Warje,JSBP0012177,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,ST,female,married,1234567902,"Flat no.123, A wing, B Society, Pune-411051","A/P-Narhe, Tal-Haveli, Dist-Pune-411052",Yes,12,4,1.23E+11,ABCDE5678Z,Yes,,,,,2026,,,2021,,,2010,,no,,5,6,CC0/AAP/54326,05-10-2024,7,1,05-10-1975 00:11,old,,6th 
EMP263,S38,1.00E+11,CE,Assistant Professor,19810,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39138,Warje,JSBP0012178,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,permanent,NT,male,married,1234567903,"Flat no.123, A wing, B Society, Pune-411052","A/P-Narhe, Tal-Haveli, Dist-Pune-411053",Yes,13,1,1.23E+11,ABCDE1234D,Yes,,,,,2027,,,2022,,,2010,,no,,5,6,CC0/AAP/54327,05-10-2025,5,1,05-10-1975 00:12,old,,6th 
EMP266,S39,1.00E+11,CE,Assistant Professor,17610,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39139,Warje,JSBP0012179,Teaching,abc@gmail.com,no,,240,1600,25-08-2021,25-08-2021,permanent,open,male,married,1234567904,"Flat no.123, A wing, B Society, Pune-411053","A/P-Narhe, Tal-Haveli, Dist-Pune-411054",Yes,14,2,1.23E+11,ABCDE5678Z,Yes,,,,,2028,,,2023,,,2010,,no,,5,6,CC0/AAP/54328,05-10-2026,2,1,05-10-1975 00:13,old,,6th 
EMP269,S40,1.00E+11,E&TC,Assistant Professor,35290,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39140,Warje,JSBP0012180,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,male,married,1234567905,"Flat no.123, A wing, B Society, Pune-411054","A/P-Narhe, Tal-Haveli, Dist-Pune-411055",Yes,15,3,1.23E+11,ABCDE1234D,Yes,,,,,2029,,,2024,,,2010,,no,,5,6,CC0/AAP/54329,05-10-2027,4,1,05-10-1975 00:14,old,,6th 
EMP272,S41,1.00E+11,E&TC,Assistant Professor,23480,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39141,Warje,JSBP0012181,Teaching,abc@gmail.com,no,,240,1600,27-08-2021,27-08-2021,permanent,SC,male,married,1234567906,"Flat no.123, A wing, B Society, Pune-411055","A/P-Narhe, Tal-Haveli, Dist-Pune-411056",Yes,16,4,1.23E+11,ABCDE5678Z,Yes,,,,,2030,,,2025,,,2010,,no,,5,6,CC0/AAP/54330,05-10-2028,6,1,05-10-1975 00:15,old,,6th 
EMP275,S42,1.00E+11,E&TC,Assistant Professor,14290,4200,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39142,Warje,JSBP0012182,Teaching,abc@gmail.com,no,,240,200,28-08-2021,28-08-2021,permanent,ST,male,married,1234567907,"Flat no.123, A wing, B Society, Pune-411056","A/P-Narhe, Tal-Haveli, Dist-Pune-411057",Yes,17,1,1.23E+11,ABCDE1234D,Yes,,,,,2031,,,2026,,,2010,,no,,5,6,CC0/AAP/54331,05-10-2029,5,1,05-10-1975 00:16,old,,6th 
EMP278,S43,1.00E+11,CE,Professor,24850,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39143,Warje,JSBP0012183,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,NT,male,married,1234567908,"Flat no.123, A wing, B Society, Pune-411057","A/P-Narhe, Tal-Haveli, Dist-Pune-411058",Yes,18,2,1.23E+11,ABCDE5678Z,Yes,,,,,2032,,,2027,,,2010,,no,,5,6,CC0/AAP/54332,05-10-2030,8,1,05-10-1975 00:17,old,,6th 
EMP281,S44,1.00E+11,IT,Professor,10700,2400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39144,Warje,JSBP0012184,Teaching,abc@gmail.com,no,,95,200,30-08-2021,30-08-2021,permanent,open,male,married,1234567909,"Flat no.123, A wing, B Society, Pune-411058","A/P-Narhe, Tal-Haveli, Dist-Pune-411059",Yes,19,3,1.23E+11,ABCDE1234D,Yes,,,,,2033,,,2028,,,2010,,no,,5,6,CC0/AAP/54333,05-10-2031,9,1,05-10-1975 00:18,old,,6th 
EMP284,S45,1.00E+11,E&TC,Associate Professor,35290,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39145,Warje,JSBP0012185,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,open,male,married,1234567910,"Flat no.123, A wing, B Society, Pune-411059","A/P-Narhe, Tal-Haveli, Dist-Pune-411060",Yes,20,4,1.23E+11,ABCDE5678Z,Yes,,,,,2034,,,2029,,,2010,,no,,5,6,CC0/AAP/54334,05-10-2032,4,1,05-10-1975 00:19,old,,6th 
EMP287,S46,1.00E+11,IT,Assistant Professor,26740,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39146,Warje,JSBP0012186,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567911,"Flat no.123, A wing, B Society, Pune-411060","A/P-Narhe, Tal-Haveli, Dist-Pune-411061",Yes,21,1,1.23E+11,ABCDE1234D,Yes,,,,,2035,,,2030,,,2010,,no,,5,6,CC0/AAP/54335,05-10-2033,2,1,05-10-1975 00:20,old,,6th 
EMP290,S47,1.00E+11,IT,Assistant Professor,18320,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39147,Warje,JSBP0012187,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,permanent,open,male,single,1234567912,"Flat no.123, A wing, B Society, Pune-411061","A/P-Narhe, Tal-Haveli, Dist-Pune-411062",Yes,22,2,1.23E+11,ABCDE5678Z,Yes,,,,,2036,,,2031,,,2010,,no,,5,6,CC0/AAP/54336,05-10-2034,5,1,05-10-1975 00:21,old,,6th 
EMP293,S48,1.00E+11,IT,Assistant Professor,32630,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39148,Warje,JSBP0012188,Teaching,abc@gmail.com,no,,240,1600,25-08-2021,25-08-2021,permanent,open,male,single,1234567913,"Flat no.123, A wing, B Society, Pune-411062","A/P-Narhe, Tal-Haveli, Dist-Pune-411063",Yes,23,3,1.23E+11,ABCDE1234D,Yes,,,,,2037,,,2032,,,2010,,no,,5,6,CC0/AAP/54337,05-10-2035,1,1,05-10-1975 00:22,old,,6th 
EMP296,S49,1.00E+11,IT,Assistant Professor,15600,6000,1806,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39149,Warje,JSBP0012189,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,Adhoc,open,male,married,1234567914,"Flat no.123, A wing, B Society, Pune-411063","A/P-Narhe, Tal-Haveli, Dist-Pune-411064",No,24,4,1.23E+11,ABCDE5678Z,Yes,,,,,2038,,,2033,,,2010,,no,,5,6,CC0/AAP/54338,05-10-2036,0,1,05-10-1975 00:23,old,,6th 
EMP299,S50,1.00E+11,CE,Assistant Professor,24850,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39150,Warje,JSBP0012190,Teaching,abc@gmail.com,no,,240,1600,27-08-2021,27-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,25,5,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2041,Computer Engineering,SPPU Pune,2036,Computer Engineering,SPPU Pune,2010,,Qualified,B.Ed,5,6,CC0/AAP/54321,05-10-2037,1,1,05-10-1975 00:26,old,,6th 
EMP302,S51,1.00E+11,CE,Assistant Professor,26230,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39151,Warje,JSBP0012191,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,open,male,married,1234567891,"Flat no.123, A wing, B Society, Pune-411040","A/P-Narhe, Tal-Haveli, Dist-Pune-411041",Yes,1,1,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,15,6,CC0/AAP/12345,05-10-2013,12,0,05-10-1975 00:00,new,,6th 
EMP305,S52,1.00E+11,CE,Assistant Professor,26740,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39152,Warje,JSBP0012192,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,open,male,married,1234567892,"Flat no.123, A wing, B Society, Pune-411041","A/P-Narhe, Tal-Haveli, Dist-Pune-411042",Yes,2,2,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,10,2,CC0/AAP/1234,05-10-2014,10,1,05-10-1975 00:01,old,,6th 
EMP308,S53,1.00E+11,CE,Assistant Professor,9390,2400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39153,Warje,JSBP0012193,Teaching,abc@gmail.com,no,,95,200,30-08-2021,30-08-2021,permanent,open,male,married,1234567893,"Flat no.123, A wing, B Society, Pune-411042","A/P-Narhe, Tal-Haveli, Dist-Pune-411043",Yes,3,3,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/9877,05-10-2015,4,1,05-10-1975 00:02,old,,6th 
EMP311,S54,1.00E+11,E&TC,Assistant Professor,19050,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39154,Warje,JSBP0012194,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,4,4,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/20988,05-10-2016,5,1,05-10-1975 00:03,old,,6th 
EMP314,S55,1.00E+11,E&TC,Assistant Professor,25780,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39155,Warje,JSBP0012195,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567895,"Flat no.123, A wing, B Society, Pune-411044","A/P-Narhe, Tal-Haveli, Dist-Pune-411045",Yes,5,1,1.23E+11,ABCDE1234D,Yes,,,,,2019,,,2014,,,2010,,no,,5,6,CC0/AAP/32099,05-10-2017,7,1,05-10-1975 00:04,old,,6th 
EMP317,S56,1.00E+11,E&TC,Assistant Professor,51600,9000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39156,Warje,JSBP0012196,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,permanent,SC,female,married,1234567896,"Flat no.123, A wing, B Society, Pune-411045","A/P-Narhe, Tal-Haveli, Dist-Pune-411046",Yes,6,2,1.23E+11,ABCDE5678Z,Yes,,,,,2020,,,2015,,,2010,,no,,5,6,CC0/AAP/43210,05-10-2018,8,1,05-10-1975 00:05,old,,6th 
EMP320,S57,1.00E+11,CE,Professor,26740,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39157,Warje,JSBP0012197,Teaching,abc@gmail.com,no,,240,1600,25-08-2021,25-08-2021,permanent,ST,male,married,1234567897,"Flat no.123, A wing, B Society, Pune-411046","A/P-Narhe, Tal-Haveli, Dist-Pune-411047",Yes,7,3,1.23E+11,ABCDE1234D,Yes,,,,,2021,,,2016,,,2010,,no,,5,6,CC0/AAP/54321,05-10-2019,9,1,05-10-1975 00:06,old,,6th 
EMP323,S58,1.00E+11,IT,Professor,51600,9000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39158,Warje,JSBP0012198,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,NT,female,married,1234567898,"Flat no.123, A wing, B Society, Pune-411047","A/P-Narhe, Tal-Haveli, Dist-Pune-411048",Yes,8,4,1.23E+11,ABCDE5678Z,Yes,,,,,2022,,,2017,,,2010,,no,,5,6,CC0/AAP/54322,05-10-2020,11,1,05-10-1975 00:07,old,,6th 
EMP326,S59,1.00E+11,E&TC,Associate Professor,15525,7763,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39159,Warje,JSBP0012199,Teaching,abc@gmail.com,no,,240,800,27-08-2021,27-08-2021,permanent,open,male,married,1234567899,"Flat no.123, A wing, B Society, Pune-411048","A/P-Narhe, Tal-Haveli, Dist-Pune-411049",Yes,9,1,1.23E+11,ABCDE1234D,Yes,,,,,2023,,,2018,,,2010,,no,,5,6,CC0/AAP/54323,05-10-2021,10,1,05-10-1975 00:08,old,,6th 
EMP329,S60,1.00E+11,IT,Assistant Professor,10130,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39160,Warje,JSBP0012200,Teaching,abc@gmail.com,no,,95,200,28-08-2021,28-08-2021,permanent,open,female,married,1234567900,"Flat no.123, A wing, B Society, Pune-411049","A/P-Narhe, Tal-Haveli, Dist-Pune-411050",Yes,10,2,1.23E+11,ABCDE5678Z,Yes,,,,,2024,,,2019,,,2010,,no,,5,6,CC0/AAP/54324,05-10-2022,8,1,05-10-1975 00:09,old,,6th 
EMP332,S61,1.00E+11,IT,Assistant Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39161,Warje,JSBP0012201,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,SC,female,married,1234567901,"Flat no.123, A wing, B Society, Pune-411050","A/P-Narhe, Tal-Haveli, Dist-Pune-411051",Yes,11,3,1.23E+11,ABCDE1234D,Yes,,,,,2025,,,2020,,,2010,,no,,5,6,CC0/AAP/54325,05-10-2023,9,1,05-10-1975 00:10,old,,6th 
